[5, 'preprocessed/PRINCETON/train/plant/m974.ply', 'plant', 1772, 1209, 'triangles', 1.0, 0.3374956078391377, 0.19250901697385425, 1.0728294398118223, 3, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1122, 'preprocessed/LabeledDB_new/train/Bearing/359.ply', 'Bearing', 5000, 2494, 'triangles', 1.0, 0.7568860306106004, 0.7570574738978693, 1.4649274665040908, 1012, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1070, 'preprocessed/LabeledDB_new/train/Plier/212.ply', 'Plier', 5000, 2502, 'triangles', 1.0, 0.4491042856730322, 0.0890734327954027, 1.0998312306166986, 964, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1125, 'preprocessed/LabeledDB_new/train/Bearing/348.ply', 'Bearing', 5000, 2502, 'triangles', 1.0, 0.15483636693161912, 0.15325413383029596, 1.0234554851387807, 1014, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1126, 'preprocessed/LabeledDB_new/train/Bearing/346.ply', 'Bearing', 5000, 2502, 'triangles', 1.0, 0.4357632906296401, 0.43438282620596946, 1.174128649323854, 1015, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1127, 'preprocessed/LabeledDB_new/train/Bearing/343.ply', 'Bearing', 5000, 2502, 'triangles', 1.0, 0.3005461886204792, 0.30012609756801917, 1.0864638447439035, 1016, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1128, 'preprocessed/LabeledDB_new/train/Fish/231.ply', 'Fish', 5000, 2502, 'triangles', 1.0, 0.3782227471976506, 0.41582469615714845, 1.147154141531086, 1017, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1129, 'preprocessed/LabeledDB_new/train/Fish/225.ply', 'Fish', 5000, 2502, 'triangles', 1.0, 0.5069188470621339, 0.3399688500407142, 1.1715568857314649, 1018, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1130, 'preprocessed/LabeledDB_new/train/Fish/222.ply', 'Fish', 5000, 2502, 'triangles', 1.0, 0.3734770832072942, 0.2911702648238298, 1.1064652072246137, 1019, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1131, 'preprocessed/LabeledDB_new/train/Fish/224.ply', 'Fish', 5000, 2502, 'triangles', 1.0, 0.28087405193195336, 0.34050034374068683, 1.0930831245317985, 1020, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1132, 'preprocessed/LabeledDB_new/train/Fish/230.ply', 'Fish', 5000, 2502, 'triangles', 1.0, 0.5766172980223578, 0.34909109242646297, 1.205965214751282, 1021, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1133, 'preprocessed/LabeledDB_new/train/Fish/221.ply', 'Fish', 5000, 2502, 'triangles', 1.0, 0.5632634240852902, 0.33391036043757716, 1.1953082505027053, 1022, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1134, 'preprocessed/LabeledDB_new/train/Fish/228.ply', 'Fish', 5000, 2502, 'triangles', 1.0, 0.44172865742171935, 0.29437819613093597, 1.132158438181202, 1023, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1135, 'preprocessed/LabeledDB_new/train/Fish/223.ply', 'Fish', 5000, 2502, 'triangles', 0.9999999999999999, 0.4390663986412263, 0.47722891652044663, 1.1918585239780162, 1024, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1137, 'preprocessed/LabeledDB_new/train/Fish/235.ply', 'Fish', 5000, 2502, 'triangles', 1.0, 0.31516318622542816, 0.36920359387060386, 1.1115930584880123, 1025, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1138, 'preprocessed/LabeledDB_new/train/Fish/232.ply', 'Fish', 5000, 2502, 'triangles', 1.0, 0.3119821183230241, 0.28283568892786803, 1.0850478648818325, 1026, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1139, 'preprocessed/LabeledDB_new/train/Fish/239.ply', 'Fish', 5000, 2502, 'triangles', 1.0, 0.3575726939028948, 0.21507308010526416, 1.0835657161478203, 1027, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1140, 'preprocessed/LabeledDB_new/train/Fish/238.ply', 'Fish', 5000, 2502, 'triangles', 1.0, 0.2838782018003491, 0.3259307240450201, 1.089411616577458, 1028, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1141, 'preprocessed/LabeledDB_new/train/Fish/240.ply', 'Fish', 5000, 2502, 'triangles', 1.0, 0.42628776773160204, 0.3872134874330254, 1.1539738063611487, 1029, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1142, 'preprocessed/LabeledDB_new/train/Fish/229.ply', 'Fish', 5000, 2502, 'triangles', 1.0, 0.36413406666631154, 0.2955158592417568, 1.1045013542636966, 1030, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1143, 'preprocessed/LabeledDB_new/train/Fish/234.ply', 'Fish', 5000, 2502, 'triangles', 0.9999999999999999, 0.5017655534123979, 0.4621808946878012, 1.2105287481120248, 1031, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1144, 'preprocessed/LabeledDB_new/train/Fish/237.ply', 'Fish', 5000, 2502, 'triangles', 1.0, 0.2590319921734961, 0.25565622374201025, 1.064169947756182, 1032, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1145, 'preprocessed/LabeledDB_new/train/Fish/233.ply', 'Fish', 5000, 2502, 'triangles', 0.9999999999999999, 0.5699940841659663, 0.6161942152437876, 1.3055989303320166, 1033, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1146, 'preprocessed/LabeledDB_new/train/Fish/227.ply', 'Fish', 5000, 2502, 'triangles', 1.0, 0.32863839822599, 0.28711880372561494, 1.0910730517437284, 1034, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1147, 'preprocessed/LabeledDB_new/train/Fish/236.ply', 'Fish', 5000, 2502, 'triangles', 1.0, 0.2982344671215689, 0.34246563761583604, 1.0982834380645585, 1035, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1148, 'preprocessed/LabeledDB_new/train/Chair/107.ply', 'Chair', 5000, 2494, 'triangles', 1.0, 0.48384257182505963, 0.5467174891078528, 1.2381452447942782, 1036, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1150, 'preprocessed/LabeledDB_new/train/Chair/119.ply', 'Chair', 5000, 2500, 'triangles', 1.0000000000000002, 0.5820965919522028, 0.7273821196752498, 1.3667191336868116, 1037, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1151, 'preprocessed/LabeledDB_new/train/Chair/104.ply', 'Chair', 5000, 2500, 'triangles', 1.0, 0.41338566648704755, 0.4538526021029351, 1.173400994414333, 1038, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1152, 'preprocessed/LabeledDB_new/train/Chair/118.ply', 'Chair', 5000, 2500, 'triangles', 1.0, 0.4435228805112618, 0.5108071230489999, 1.2073261624327551, 1039, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1153, 'preprocessed/LabeledDB_new/train/Chair/115.ply', 'Chair', 5000, 2500, 'triangles', 1.0, 0.5610125747879995, 0.5397745105315334, 1.2673167052042742, 1040, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1154, 'preprocessed/LabeledDB_new/train/Chair/102.ply', 'Chair', 5000, 2496, 'triangles', 1.0, 0.5313538464300396, 0.6363009493348507, 1.2989287156116114, 1041, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1155, 'preprocessed/LabeledDB_new/train/Chair/112.ply', 'Chair', 5000, 2500, 'triangles', 1.0, 0.4718888847657229, 0.702609024732531, 1.310091050729313, 1042, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1156, 'preprocessed/LabeledDB_new/train/Chair/114.ply', 'Chair', 5000, 2502, 'triangles', 1.0, 0.5745252609942386, 0.3879413456512522, 1.2167899420960884, 1043, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1157, 'preprocessed/LabeledDB_new/train/Chair/113.ply', 'Chair', 5000, 2498, 'triangles', 1.0, 0.5652476298010352, 0.5404572628876204, 1.269487666739487, 1044, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1158, 'preprocessed/LabeledDB_new/train/Chair/109.ply', 'Chair', 5000, 2500, 'triangles', 1.0, 0.5294940686750691, 0.6609860134653833, 1.310445145268942, 1045, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1159, 'preprocessed/LabeledDB_new/train/Chair/106.ply', 'Chair', 5000, 2500, 'triangles', 1.0, 0.5736065293631326, 0.771503926607543, 1.3871707751026459, 1046, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1160, 'preprocessed/LabeledDB_new/train/Chair/111.ply', 'Chair', 5000, 2500, 'triangles', 1.0, 0.3869002413862629, 0.4409106672765223, 1.1593506860751739, 1047, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1161, 'preprocessed/LabeledDB_new/train/Chair/116.ply', 'Chair', 5000, 2500, 'triangles', 1.0, 0.5541594164784333, 0.57177610171646, 1.278288140196016, 1048, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1163, 'preprocessed/LabeledDB_new/train/Chair/110.ply', 'Chair', 5000, 2496, 'triangles', 1.0, 0.3786483750444419, 0.4445397064909241, 1.158011287756226, 1049, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1164, 'preprocessed/LabeledDB_new/train/Chair/108.ply', 'Chair', 5000, 2496, 'triangles', 1.0, 0.49426605100523846, 0.548919647123433, 1.2432263302289037, 1050, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1165, 'preprocessed/LabeledDB_new/train/Chair/120.ply', 'Chair', 5000, 2500, 'triangles', 1.0, 0.4344046009015425, 0.4591660267491051, 1.1830218921917668, 1051, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1166, 'preprocessed/LabeledDB_new/train/Chair/101.ply', 'Chair', 5000, 2500, 'triangles', 1.0, 0.4217934220576816, 0.5358352852906474, 1.2103838828461155, 1052, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1167, 'preprocessed/LabeledDB_new/train/Chair/103.ply', 'Chair', 5000, 2500, 'triangles', 1.0, 0.4826544255558319, 0.5777163333512522, 1.2516834489316557, 1053, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1168, 'preprocessed/LabeledDB_new/train/Vase/365.ply', 'Vase', 5000, 2500, 'triangles', 0.9999999999999999, 0.9831118472837083, 0.7518349873567587, 1.59115202054465, 1054, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1169, 'preprocessed/LabeledDB_new/train/Vase/364.ply', 'Vase', 5000, 2498, 'triangles', 1.0, 0.7399135297075938, 0.6551668017571166, 1.405957172025165, 1055, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1170, 'preprocessed/LabeledDB_new/train/Vase/368.ply', 'Vase', 5000, 2502, 'triangles', 0.9999999999999999, 0.7009511894644774, 0.6395272888573554, 1.3785237477841668, 1056, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1171, 'preprocessed/LabeledDB_new/train/Vase/369.ply', 'Vase', 5000, 2500, 'triangles', 1.0, 0.6405974292763759, 0.6427057326807308, 1.3503465204221383, 1057, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1172, 'preprocessed/LabeledDB_new/train/Vase/362.ply', 'Vase', 5000, 2500, 'triangles', 1.0, 0.5452838558413737, 0.5466564269583081, 1.263395319199838, 1058, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1173, 'preprocessed/LabeledDB_new/train/Vase/370.ply', 'Vase', 5000, 2502, 'triangles', 1.0, 0.6073998669960882, 0.6088623036285675, 1.3189571271298972, 1059, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1174, 'preprocessed/LabeledDB_new/train/Vase/372.ply', 'Vase', 5000, 2500, 'triangles', 1.0, 0.7809830959661878, 0.5056634561059079, 1.3658807147865817, 1060, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1176, 'preprocessed/LabeledDB_new/train/Vase/377.ply', 'Vase', 5000, 2498, 'triangles', 1.0, 0.6334049117356597, 0.3908664855942444, 1.246586696452218, 1061, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1124, 'preprocessed/LabeledDB_new/train/Bearing/349.ply', 'Bearing', 5000, 2502, 'triangles', 1.0, 0.15435834559639056, 0.15423707223382405, 1.023530934220611, 1013, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1180, 'preprocessed/LabeledDB_new/train/Vase/380.ply', 'Vase', 5000, 2502, 'triangles', 1.0, 0.7088456794171063, 0.5399213401505385, 1.3393943596933102, 1063, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1181, 'preprocessed/LabeledDB_new/train/Vase/367.ply', 'Vase', 5000, 2500, 'triangles', 1.0000000000000002, 0.6424317769522437, 0.506705438882111, 1.2920793279945046, 1064, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1182, 'preprocessed/LabeledDB_new/train/Vase/379.ply', 'Vase', 5000, 2502, 'triangles', 1.0, 0.6399230931970299, 0.5061681827743794, 1.2906230256972684, 1065, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1183, 'preprocessed/LabeledDB_new/train/Vase/376.ply', 'Vase', 5000, 2502, 'triangles', 1.0, 0.7794394834312074, 0.3943208358482532, 1.3277856867414908, 1066, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1184, 'preprocessed/LabeledDB_new/train/Vase/366.ply', 'Vase', 5000, 2500, 'triangles', 1.0000000000000002, 0.5373651650514328, 0.5011704739873124, 1.2409404355598304, 1067, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1185, 'preprocessed/LabeledDB_new/train/Vase/361.ply', 'Vase', 5000, 2492, 'triangles', 0.9999999999999998, 0.5222599464264701, 0.514625305916451, 1.239997845615459, 1068, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1186, 'preprocessed/LabeledDB_new/train/Vase/374.ply', 'Vase', 5000, 2500, 'triangles', 1.0, 0.3532481350185618, 0.3504663271656838, 1.1169650358767262, 1069, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1187, 'preprocessed/LabeledDB_new/train/Vase/371.ply', 'Vase', 5000, 2502, 'triangles', 1.0, 0.6608118672868939, 0.6631800430444281, 1.3698467408581154, 1070, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1189, 'preprocessed/LabeledDB_new/train/Armadillo/294.ply', 'Armadillo', 5000, 2502, 'triangles', 1.0, 0.3687146420102826, 0.3571329478890343, 1.1240526810166338, 1072, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1190, 'preprocessed/LabeledDB_new/train/Armadillo/282.ply', 'Armadillo', 5000, 2502, 'triangles', 0.9999999999999998, 0.6062130683336069, 0.462134295717499, 1.2574030346300087, 1073, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1192, 'preprocessed/LabeledDB_new/train/Armadillo/288.ply', 'Armadillo', 5000, 2502, 'triangles', 1.0, 0.8607294951698528, 0.7848819763307731, 1.5352182192197465, 1074, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1193, 'preprocessed/LabeledDB_new/train/Armadillo/292.ply', 'Armadillo', 5000, 2502, 'triangles', 1.0, 0.8763635719461393, 0.5086446064889156, 1.4236335363935693, 1075, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1194, 'preprocessed/LabeledDB_new/train/Armadillo/290.ply', 'Armadillo', 5000, 2502, 'triangles', 1.0, 0.6271878018125456, 0.515575757579405, 1.28809273755659, 1076, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1195, 'preprocessed/LabeledDB_new/train/Armadillo/281.ply', 'Armadillo', 5000, 2502, 'triangles', 1.0, 0.898574829216763, 0.4665886028625231, 1.423074716247582, 1077, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1196, 'preprocessed/LabeledDB_new/train/Armadillo/285.ply', 'Armadillo', 5000, 2502, 'triangles', 1.0, 0.6691849342904082, 0.5708547386754665, 1.3317971350582989, 1078, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1197, 'preprocessed/LabeledDB_new/train/Armadillo/295.ply', 'Armadillo', 5000, 2502, 'triangles', 1.0, 0.7109993586312906, 0.5352920950942579, 1.338677599366071, 1079, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1198, 'preprocessed/LabeledDB_new/train/Armadillo/296.ply', 'Armadillo', 5000, 2502, 'triangles', 0.9999999999999998, 0.6662294833096429, 0.44693408549995095, 1.282034243385375, 1080, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1199, 'preprocessed/LabeledDB_new/train/Armadillo/293.ply', 'Armadillo', 5000, 2502, 'triangles', 1.0, 0.5996136988078271, 0.4565944075187504, 1.2522040731348074, 1081, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1200, 'preprocessed/LabeledDB_new/train/Armadillo/289.ply', 'Armadillo', 5000, 2502, 'triangles', 0.9731168808856625, 0.9999999999999998, 0.6828500373987978, 1.5534608580328568, 1082, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1201, 'preprocessed/LabeledDB_new/train/Armadillo/284.ply', 'Armadillo', 5000, 2502, 'triangles', 1.0000000000000002, 0.7461793043884539, 0.5875861301021683, 1.3791450302945225, 1083, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1202, 'preprocessed/LabeledDB_new/train/Armadillo/298.ply', 'Armadillo', 5000, 2502, 'triangles', 1.0, 0.7780753476327136, 0.5926271279311193, 1.398788103807598, 1084, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1203, 'preprocessed/LabeledDB_new/train/Armadillo/297.ply', 'Armadillo', 5000, 2502, 'triangles', 1.0, 0.7179647555113765, 0.6604838249002244, 1.3970369619703484, 1085, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1204, 'preprocessed/LabeledDB_new/train/Armadillo/299.ply', 'Armadillo', 5000, 2502, 'triangles', 0.9999999999999998, 0.865616320827373, 0.7677906672352233, 1.5293116502453732, 1086, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1206, 'preprocessed/LabeledDB_new/train/Armadillo/286.ply', 'Armadillo', 5000, 2502, 'triangles', 1.0, 0.8526524287881745, 0.8255577032315827, 1.5519541506382781, 1087, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1207, 'preprocessed/LabeledDB_new/train/Armadillo/291.ply', 'Armadillo', 5000, 2502, 'triangles', 1.0, 0.47360579470608277, 0.459334702905618, 1.1980362340399278, 1088, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1208, 'preprocessed/LabeledDB_new/train/Glasses/56.ply', 'Glasses', 5000, 2502, 'triangles', 0.9858875860291427, 1.0, 0.3104173135915759, 1.4381701015053057, 1089, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1209, 'preprocessed/LabeledDB_new/train/Glasses/51.ply', 'Glasses', 5000, 2502, 'triangles', 1.0, 0.529943358403153, 0.17894919603455978, 1.1458022420457328, 1090, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1210, 'preprocessed/LabeledDB_new/train/Glasses/42.ply', 'Glasses', 5000, 2502, 'triangles', 1.0, 0.7848122216030649, 0.23223424522953973, 1.2922317779078458, 1091, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1211, 'preprocessed/LabeledDB_new/train/Glasses/60.ply', 'Glasses', 5000, 2502, 'triangles', 1.0, 0.2784574568636089, 0.1340305195051749, 1.0466626655430944, 1092, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1212, 'preprocessed/LabeledDB_new/train/Glasses/45.ply', 'Glasses', 5000, 2502, 'triangles', 1.0, 0.8861032410164349, 0.2627774220453397, 1.36170148243902, 1093, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1213, 'preprocessed/LabeledDB_new/train/Glasses/41.ply', 'Glasses', 5000, 2502, 'triangles', 0.9682965154664025, 1.0, 0.2409962803068522, 1.4126844477752687, 1094, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1214, 'preprocessed/LabeledDB_new/train/Glasses/52.ply', 'Glasses', 5000, 2502, 'triangles', 1.0, 0.23023134585764582, 0.12419385349305653, 1.0336491599478412, 1095, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1215, 'preprocessed/LabeledDB_new/train/Glasses/54.ply', 'Glasses', 5000, 2502, 'triangles', 0.9771862318035616, 1.0, 0.2380742274134604, 1.4182990761418977, 1096, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1216, 'preprocessed/LabeledDB_new/train/Glasses/47.ply', 'Glasses', 5000, 2502, 'triangles', 1.0, 0.14277613042539283, 0.062310998887677535, 1.012061106851572, 1097, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1217, 'preprocessed/LabeledDB_new/train/Glasses/53.ply', 'Glasses', 5000, 2502, 'triangles', 1.0, 0.31582871803553747, 0.16402549205982425, 1.0614387128710912, 1098, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1218, 'preprocessed/LabeledDB_new/train/Glasses/57.ply', 'Glasses', 5000, 2502, 'triangles', 0.9694392446002018, 1.0, 0.23965746501269025, 1.413240301402178, 1099, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1220, 'preprocessed/LabeledDB_new/train/Glasses/49.ply', 'Glasses', 5000, 2500, 'triangles', 1.0, 0.4278277544410995, 0.18314228606150446, 1.1029858042667402, 1100, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1221, 'preprocessed/LabeledDB_new/train/Glasses/48.ply', 'Glasses', 5000, 2502, 'triangles', 1.0, 0.7604592440678675, 0.23575612937636514, 1.278232848281876, 1101, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1222, 'preprocessed/LabeledDB_new/train/Glasses/50.ply', 'Glasses', 5000, 2502, 'triangles', 0.9156196420189586, 1.0, 0.28415126171936306, 1.3853163062591993, 1102, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1223, 'preprocessed/LabeledDB_new/train/Glasses/43.ply', 'Glasses', 5000, 2502, 'triangles', 1.0, 0.7226316043478913, 0.18028423487987094, 1.246875631708563, 1103, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1224, 'preprocessed/LabeledDB_new/train/Glasses/59.ply', 'Glasses', 5000, 2502, 'triangles', 1.0, 0.3844890180168118, 0.1569696511541883, 1.0828071279590838, 1104, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1225, 'preprocessed/LabeledDB_new/train/Glasses/58.ply', 'Glasses', 5000, 2502, 'triangles', 1.0, 0.1517176780789922, 0.10382096666696275, 1.0167581064153575, 1105, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1226, 'preprocessed/LabeledDB_new/train/Glasses/46.ply', 'Glasses', 5000, 2502, 'triangles', 1.0, 0.2407984242716285, 0.15293615217435763, 1.0398910268742574, 1106, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1227, 'preprocessed/LabeledDB_new/train/Glasses/44.ply', 'Glasses', 5000, 2502, 'triangles', 0.9999999999999998, 0.8670689503142859, 0.2779287843378946, 1.3524248495804332, 1107, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1228, 'preprocessed/LabeledDB_new/train/Mech/336.ply', 'Mech', 5000, 2502, 'triangles', 1.0, 0.7725334141356992, 0.7600114164005464, 1.4745932418858172, 1108, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1229, 'preprocessed/LabeledDB_new/train/Mech/322.ply', 'Mech', 5000, 2502, 'triangles', 1.0, 0.7762961626229591, 0.8390574229849315, 1.5187669640762027, 1109, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1230, 'preprocessed/LabeledDB_new/train/Mech/331.ply', 'Mech', 5000, 2501, 'triangles', 0.9999999999999999, 0.7301852966054105, 0.6276363291738261, 1.3881995278336348, 1110, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1178, 'preprocessed/LabeledDB_new/train/Vase/378.ply', 'Vase', 5000, 2500, 'triangles', 1.0, 0.7671953097537649, 0.48105275967336525, 1.3490739049057083, 1062, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1233, 'preprocessed/LabeledDB_new/train/Mech/324.ply', 'Mech', 5000, 2502, 'triangles', 1.0, 0.9796925825941694, 0.7809221396506245, 1.6030087163164592, 1144, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1234, 'preprocessed/LabeledDB_new/train/Mech/321.ply', 'Mech', 5000, 2500, 'triangles', 1.0, 0.8126269702643847, 0.8178815215915531, 1.5262020757953345, 1145, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1235, 'preprocessed/LabeledDB_new/train/Mech/339.ply', 'Mech', 5000, 2502, 'triangles', 1.0, 0.7606771073483383, 0.6352909901874104, 1.4079148780580222, 1146, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1236, 'preprocessed/LabeledDB_new/train/Mech/338.ply', 'Mech', 5000, 2502, 'triangles', 1.0, 0.8891791294581509, 0.9429152337520178, 1.6369876793383564, 1147, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1237, 'preprocessed/LabeledDB_new/train/Mech/325.ply', 'Mech', 5000, 2502, 'triangles', 1.0, 0.7954154782113392, 0.6757623418081964, 1.4454551274890104, 1148, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1238, 'preprocessed/LabeledDB_new/train/Mech/329.ply', 'Mech', 5000, 2502, 'triangles', 0.9999999999999999, 0.7302833539539226, 0.7713318518912355, 1.458857978969904, 1149, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1239, 'preprocessed/LabeledDB_new/train/Mech/334.ply', 'Mech', 5000, 2502, 'triangles', 0.8124786309348682, 0.9999999999999999, 0.9355060946540267, 1.592260399200026, 1150, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1240, 'preprocessed/LabeledDB_new/train/Mech/340.ply', 'Mech', 5000, 2501, 'triangles', 0.739757123592638, 1.0, 0.9582663452041955, 1.5701958445547675, 1151, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1241, 'preprocessed/LabeledDB_new/train/Mech/330.ply', 'Mech', 5000, 2502, 'triangles', 1.0, 0.8678726922273694, 0.92552098592108, 1.615485099062913, 1152, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1242, 'preprocessed/LabeledDB_new/train/Mech/332.ply', 'Mech', 5000, 2502, 'triangles', 1.0, 0.9027268880731925, 0.6734308486774022, 1.506129125407472, 1153, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1244, 'preprocessed/LabeledDB_new/train/Mech/328.ply', 'Mech', 5000, 2502, 'triangles', 1.0, 0.8090793820762379, 0.8347814813253795, 1.5334502170154276, 1154, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[1245, 'preprocessed/LabeledDB_new/train/Mech/326.ply', 'Mech', 5000, 2502, 'triangles', 1.0, 0.8705559355524393, 0.8935003337130896, 1.59881533745176, 1155, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
